,Seller,Product,FeedBack_Rating,Courier_Rating,Product_Rating,Packaging_Rating,ALL_OVER
866,Appario Retail Private Ltd,JBL C100SI In-Ear Headphones with Mic (Black),3.2115384615384617,4.321153846153846,3.890384615384615,4.0278846153846155,3.523513738023369
867,Appario Retail Private Ltd,JBL C100SI In-Ear Headphones with Mic (Red),3.6363636363636362,4.618181818181818,3.836363636363636,4.190909090909091,3.8384637379746067
868,Appario Retail Private Ltd,JBL C100SI In-Ear Headphones with Mic (White),3.788888888888889,4.6755555555555555,3.7055555555555553,4.227222222222222,3.8833776420916943
869,Appario Retail Private Ltd,JBL C200SI in-Ear Headphones with Mic (Gun Metal),1.8,4.236666666666667,4.07,3.6016666666666666,2.926664196187359
870,Appario Retail Private Ltd,JBL C200SI in-Ear Headphones with Mic (Mystic Blue),3.3076923076923075,4.646153846153846,4.061538461538462,4.06923076923077,3.773666595619823
871,Appario Retail Private Ltd,JBL C300SI On-Ear Dynamic Wired Headphones (Black),2.4,4.078333333333334,3.770000000000001,3.7350000000000008,2.9995307771925344
872,Appario Retail Private Ltd,JBL C50HI in-Ear Headphones with Mic (Black),3.227272727272727,4.3500000000000005,3.8954545454545455,4.052272727272727,3.552709092977743
873,Appario Retail Private Ltd,JBL C50HI in-Ear Headphones with Mic (Blue),3.2666666666666666,4.126666666666667,3.626666666666667,3.846666666666667,3.2947932987702253
874,Appario Retail Private Ltd,JBL C50HI in-Ear Headphones with Mic (White),2.0,4.066666666666666,3.6,4.066666666666666,2.938176515495315
875,Appario Retail Private Ltd,JBL Flip 3 Stealth Waterproof Portable Bluetooth Speaker (Black),2.6333333333333333,4.51888888888889,4.105555555555556,3.9694444444444437,3.4760291751694914
876,Appario Retail Private Ltd,JBL Flip 4 Portable Wireless Speaker with Powerful Bass & Mic (Blue),3.75,4.825,4.3,4.825,4.370631291977959
877,Appario Retail Private Ltd,JBL GO JBLGOORG Portable Wireless Bluetooth Speaker with Mic (Orange),3.5,4.7,4.3999999999999995,4.7,4.219181968835533
878,Appario Retail Private Ltd,JBL GO Portable Wireless Bluetooth Speaker with Mic (Black),3.0444444444444443,4.626666666666667,4.293333333333333,4.279999999999999,3.8404700433201358
879,Appario Retail Private Ltd,JBL GO Portable Wireless Bluetooth Speaker with Mic (Blue),2.6052631578947367,4.5508771929824565,4.2403508771929825,4.0964912280701755,3.5761705729664586
880,Appario Retail Private Ltd,JBL GO Portable Wireless Bluetooth Speaker with Mic (Red),2.8,4.493333333333334,4.222222222222222,4.3244444444444445,3.6956933425704603
881,Appario Retail Private Ltd,JBL GO Portable Wireless Bluetooth Speaker with Mic (Teal),3.3333333333333335,4.8,4.3999999999999995,4.8,4.249515046520193
882,Appario Retail Private Ltd,JBL T160 in-Ear Headphones with Mic (Black),3.0454545454545454,4.125,3.6068181818181824,3.807954545454545,3.2012806191574534
883,Appario Retail Private Ltd,JBL T160BT Pure Bass Wireless in-Ear Headphones with Mic (Black),2.8,4.293333333333334,3.6066666666666674,3.8033333333333332,3.196104962173467
884,Appario Retail Private Ltd,JBL T205 Pure Bass Metal Earbud Headphones with Mic (Black),2.0,3.8000000000000003,3.1999999999999997,3.8000000000000003,2.5803170825287207
885,Appario Retail Private Ltd,JBL T210 Pure Bass in-Ear Headphones with Mic (Black),3.2,4.36,3.3999999999999995,4.36,3.502081288281549
886,Appario Retail Private Ltd,JBL T460BT Extra Bass Wireless On-Ear Headphones with Mic (Black),3.566666666666667,4.546666666666666,3.9333333333333327,4.35,3.8786404871727527
887,Appario Retail Private Ltd,JioFi 4G Hotspot M2S 150 Mbps Jio 4G Portable Wi-Fi Data Device (Black),2.1538461538461537,4.146153846153847,3.910256410256411,4.082051282051283,3.1333715711555756
888,Appario Retail Private Ltd,"Juarez Acoustic Guitar, 38 Inch Curved Body Cutaway, 38CUR with Bag, Strings, Pick and Strap, Black",2.0,4.3999999999999995,4.1000000000000005,4.3999999999999995,3.3855008067035595
889,Appario Retail Private Ltd,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38C/RDS with Bag, Strings, Pick and Strap, Red Sunburst",2.912280701754386,4.358947368421053,3.967017543859649,3.9554385964912275,3.4418816280151745
890,Appario Retail Private Ltd,Juarez GT-13 Digital LCD Guitar Bass Violin Ukulele Clip On Automatic Chromatic Tuner,3.225,4.3225,3.7525,3.87375,3.422025201607721
891,Appario Retail Private Ltd,"Juarez JRZ100 Guitar Wall Hanger/Mount With Fittings/Accessories, Black",2.325,4.34375,3.925,3.875,3.201088077453067
892,Appario Retail Private Ltd,"Juarez JRZ250 One Handed Trigger Guitar Metal Capo Quick Change For Ukulele, Electric And Acoustic Guitars, Black",2.789473684210526,4.636842105263158,4.252631578947368,4.405263157894736,3.7983780783250713
893,Appario Retail Private Ltd,"Juârez Acoustic Guitar Kit, 38 Inch JRZ38 with Bag, Strings, Pick and Strap, Natural",3.0,4.231428571428571,4.06,3.5300000000000002,3.278174784629152
894,Appario Retail Private Ltd,Kingston DataTraveler 16GB USB 3.0 Flash Drive (Silver and Green),3.4545454545454546,4.404545454545455,4.050909090909091,4.225454545454546,3.7698502796147926
895,Appario Retail Private Ltd,"LG 19 inch HD Ready Monitor, TN Panel with VGA, HDMI Ports - 19M38HB (Black)",4.166666666666667,4.816666666666666,3.883333333333333,4.816666666666666,4.357470470616096
896,Appario Retail Private Ltd,LG 19M38A-B 46.99 cm (18.5) LED Backlit Computer Monitor,2.857142857142857,4.142857142857143,3.5,4.142857142857143,3.2435855031921648
897,Appario Retail Private Ltd,"LG 20 inch HD Ready, IPS Panel Monitor with VGA, HDMI Ports - 20MP48HB (Black)",3.8,4.640000000000001,4.1000000000000005,4.640000000000001,4.16443882598027
898,Appario Retail Private Ltd,"LG 22 inch Full HD Monitor - TN Panel with VGA, DVI, HDMI Port - 22M38D (Black)",3.75,4.65,3.6000000000000005,4.65,3.9888768678690325
899,Appario Retail Private Ltd,"LG 22 inch Full HD, IPS Monitor with VGA, HDMI, Audio Out, Heaphone Ports - 22MP48HQ (Black)",3.4444444444444446,4.444444444444445,4.0,4.444444444444445,3.852805022062292
900,Appario Retail Private Ltd,"LG 27 inch 4K-UHD Monitor (Gaming & Design)- 4K Ultra HD with HDR, IPS Panel with, HDMI, Display, Audio Out, Heaphone Ports - 27UK650 (White)",3.3333333333333335,4.75,4.5,4.75,4.241180071328796
901,Appario Retail Private Ltd,LG SJ3 2.1 Ch Sound Barwith Wireless Subwoofer (Black),3.025,4.26,3.635,3.92375,3.309857167513324
902,Appario Retail Private Ltd,Leaf Bass Wireless Headphones with Mic and 10 Hour Battery Life,2.75,4.449999999999999,3.8999999999999995,4.449999999999999,3.6009856221329706
903,Appario Retail Private Ltd,Leaf Sport Wireless Bluetooth Earphone (Black),3.8725490196078427,4.649019607843137,3.841176470588235,4.45686274509804,4.033434293030873
904,Appario Retail Private Ltd,"Lenovo 310 20IAP AIO 19.5-inch All-in-One Desktop (Pentium Quad Core J4205/4GB/1TB/DOS/Integrated Graphics), Black",3.0,4.12,3.3,4.12,3.2031193992012614
905,Appario Retail Private Ltd,"Lenovo 330-20IGM AIO 19.5-inch All-in-One Desktop (J4005/4GB/1TB/DOS/Integrated Graphics), Black",3.3333333333333335,4.233333333333333,2.6999999999999997,4.233333333333333,3.203640218801245
906,Appario Retail Private Ltd,"Lenovo 520 22IKU AIO 21.5-inch All-in-One Desktop (6th Gen Core i3-6006U/4GB/1TB/Windows 10 Home/Integrated Graphics), Black",3.5,4.7,4.3999999999999995,4.7,4.219181968835533
907,Appario Retail Private Ltd,"Lenovo Ideapad 320 Intel Core i3 6th Gen 14-inch Laptop (4GB/1TB HDD/Windows 10 Home/Onyx Black/ 2.2kg), 80XG008MIN",3.0,4.476666666666667,3.9600000000000004,3.4800000000000004,3.3350325573540376
908,Appario Retail Private Ltd,"Lenovo Ideapad 330 Intel Core i3 7th Gen 14-inch Full HD Laptop (4GB/1TB HDD/Windows 10 Home/MS Office/Platinum Grey/ 2.1kg), 81G2007DIN",2.25,3.575,3.1000000000000005,3.575,2.438366905372007
909,Appario Retail Private Ltd,"Lenovo Ideapad 330 Intel Core i5 8th Gen 15.6-inch Full HD Laptop (4GB + 16GB Optane/1TB HDD/Windows 10 Home/Onyx Black/ 2.2kg), 81DE021HIN",2.8181818181818183,3.9931818181818177,3.5477272727272724,3.673863636363636,2.9971026663046016
910,Appario Retail Private Ltd,"Lenovo Ideapad 330 Intel Core i5 8th Gen 15.6-inch Full HD Laptop (8GB /1TB HDD/DOS/Onyx Black/ 2.2kg), 81DE01Q6IN",3.2,4.1,3.5,4.1,3.3177066129106674
911,Appario Retail Private Ltd,"Lenovo Ideapad 330 Intel Core i5 8th Gen 15.6-inch Full HD Laptop (8GB DDR4/1TB HDD/Windows 10 Home/Platinum Grey/ 2.2kg), 81DE008PIN",2.980392156862745,4.205882352941177,3.505882352941176,3.8725490196078436,3.207954091338257
912,Appario Retail Private Ltd,"Lenovo Ideapad 330 Intel Core i5 8th Gen 15.6-inch Laptop (8GB/2TB HDD/DOS/2GB Graphics/Platinum Grey/ 2.2kg), 81DE01JWIN",3.25,4.35,3.6999999999999997,4.35,3.610484768118682
913,Appario Retail Private Ltd,Lenovo L-Series LI2264d 21.5-inch FHD IPS Monitor with VGA/HDMI (Black),3.5,4.75,4.5,4.75,4.294675422301033
914,Appario Retail Private Ltd,Lenovo N100 Wireless Mouse (Black),3.6184210526315788,4.7065789473684205,4.175,4.533552631578947,4.119673668091208
915,Appario Retail Private Ltd,"Lenovo Tab 7 Tablet (6.98 inch, 16GB, Wi-Fi + 4G LTE, Voice Calling) Black",3.6,4.279999999999999,3.3999999999999995,4.279999999999999,3.5634073876893986
916,Appario Retail Private Ltd,"Lenovo Tab4 10 Plus Tablet (10.1 inch, 64GB, Wi-Fi + 4G LTE), Black",3.0,4.3,3.9,4.3,3.5554860056059807
917,Appario Retail Private Ltd,"Lenovo Yoga Tab 3 10 Tablet (10.1 inch, 16GB, Wi-Fi + 4G LTE), Slate Black",3.0,4.3,3.9,4.3,3.5554860056059807
918,Appario Retail Private Ltd,Logitech B170 Wireless Mouse (Black),3.9313725490196076,4.676470588235294,4.158823529411765,4.480392156862746,4.180460792714077
919,Appario Retail Private Ltd,Logitech G102 Optical Gaming Mouse,3.436363636363636,4.579090909090909,4.119999999999999,4.296363636363637,3.8931153749483656
920,Appario Retail Private Ltd,Logitech G402 Hyperion Fury Ultra Fast FPS Gaming Mouse (Black),3.5454545454545454,4.7272727272727275,4.5,4.7272727272727275,4.290213147871439
921,Appario Retail Private Ltd,Logitech K230 Wireless Keyboard,4.150793650793651,4.684920634920634,4.06111111111111,4.534523809523809,4.242977029833964
922,Appario Retail Private Ltd,Logitech M235 Wireless Mouse (Grey),4.5,4.58,3.7,4.1,4.017306306187422
923,Appario Retail Private Ltd,Logitech MK215 Wireless Keyboard and Mouse Combo,3.6222222222222222,4.264444444444445,3.786666666666667,4.093333333333334,3.620606878254601
924,Appario Retail Private Ltd,Maono AU-D422L Over-Ear Bluetooth Wireless Headphones with Built in Mic (Blue and Black),3.666666666666667,4.508571428571428,3.86,3.763333333333333,3.6402365913189847
925,Appario Retail Private Ltd,Mi 10000mAH Li-Polymer Power Bank 2i (Black),2.8529411764705883,4.380882352941177,4.163235294117648,4.119852941176471,3.5626781237990084
926,Appario Retail Private Ltd,Mi 20000mAH Li-Polymer Power Bank 2i (White),3.5098039215686274,4.501960784313726,4.090196078431374,4.223529411764706,3.8436981481679835
927,Appario Retail Private Ltd,Mi Band - HRX Edition (Black),3.2549019607843137,4.2215686274509805,3.8862745098039206,3.929411764705883,3.4530051666636825
928,Appario Retail Private Ltd,Mi Band 3 (Black),3.150793650793651,4.358730158730158,3.9777777777777783,4.0547619047619055,3.5606893432543334
929,Appario Retail Private Ltd,Mi Compact MDZ-28-DI Bluetooth Speaker (White),2.4487179487179485,4.382051282051282,4.074358974358974,3.8923076923076922,3.3148716026596623
930,Appario Retail Private Ltd,Mi Earphones Basic with Mic (Red),2.282051282051282,4.3,4.046153846153846,3.5564102564102567,3.0841234231543506
931,Appario Retail Private Ltd,Mi Earphones with Mic (Black),3.1470588235294117,4.5470588235294125,4.024509803921569,4.356372549019608,3.7772355184027377
932,Appario Retail Private Ltd,Mi Earphones with Mic (Silver),2.923076923076923,4.446153846153846,3.9538461538461536,4.061538461538462,3.5213962622376886
933,Appario Retail Private Ltd,Mi Original India Standard Charger 5V 2A,3.0,4.3999999999999995,4.1000000000000005,4.3999999999999995,3.706472912536979
934,Appario Retail Private Ltd,Mi Original USB Cable 120cm (Black),3.0,4.3999999999999995,4.1000000000000005,4.3999999999999995,3.706472912536979
935,Appario Retail Private Ltd,Mi  Earphones Basic with Mic (Black),3.3160000000000003,4.315066666666666,3.9590666666666663,4.077533333333333,3.5967399829093374
936,Appario Retail Private Ltd,Micromax 54.61 cm (21.5) MM215FH76 Monitor,3.6,4.32,3.6000000000000005,4.32,3.664097237426261
937,Appario Retail Private Ltd,"Micromax Canvas Tab P681 Tablet (8 inch, 16 GB, Wi-Fi + 3G LTE + Voice Calling), Grey",2.5,4.0,3.5,4.0,3.009197710170377
938,Appario Retail Private Ltd,"Micromax Canvas Tab P701+ Tablet (7 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Grey",3.0,3.866666666666667,2.6,3.866666666666667,2.7556993726444325
939,Appario Retail Private Ltd,"Micromax Neo LPQ61407W 14-inch Laptop (6th Gen Pentium Quad Core/4GB/500GB/Windows 10/Integrated Graphics), Silver",5.0,5.0,4.016666666666667,4.508333333333333,4.631656041518839
940,Appario Retail Private Ltd,Mitashi HT 4440 BT 4.1 Channel Home Theatre System with Bluetooth (Black),4.5,4.583333333333333,3.6,4.05,3.9657214613240557
941,Appario Retail Private Ltd,Mitashi HT 4440 FU 4.1 Channel Home Theatre System (Black),3.0,4.51,3.86,3.4299999999999997,3.296896304829372
942,Appario Retail Private Ltd,Mivi TC6B2 Type-C USB Cable - 6 Feet - (Black and White),3.147126436781609,4.344367816091953,3.909885057471264,4.0664367816091955,3.534829145067561
943,Appario Retail Private Ltd,Motorola Pulse Escape SH012 Wireless Headphones (Black),4.166666666666667,4.595238095238095,4.1,4.133333333333334,4.0644635209962985
944,Appario Retail Private Ltd,Netgear EX3110 AC750 WiFi Range Extender (White),2.7142857142857144,4.428571428571429,4.0,4.428571428571429,3.6051383370637797
945,Appario Retail Private Ltd,Netgear EX6110 AC1200 WiFi Range Extender (White),3.8000000000000003,4.183333333333333,3.7600000000000002,3.78,3.5101537790186206
946,Appario Retail Private Ltd,"Netgear R6120-100INS AC1200 Dual-Band Wi-Fi Router (Black, Not a Modem)",2.25,4.1,3.799999999999999,4.1,3.1135208297800707
947,Appario Retail Private Ltd,"Nikon D5300 24.2MP Digital SLR Camera (Black) with 18-140mm VR Kit Lens, Card and Camera Bag",3.2,4.52,4.3999999999999995,4.52,3.971999165503093
948,Appario Retail Private Ltd,"Nikon D5300 24.2MP Digital SLR Camera (Black) with AF-P 18-55mm f/ 3.5-5.6g VR Kit Lens, 16GB Card and Camera Bag",3.8333333333333335,4.7,4.3999999999999995,4.7,4.3261726707800054
949,Appario Retail Private Ltd,"Nikon D5300 24.2MP Digital SLR Camera(Black) with AF-P 18-55 and AF-P DX NIKKOR 70-300mm f/4.5-6.3G VR Kit, Free Camera Bag and 16GB Memory Card",3.8333333333333335,4.7,4.3999999999999995,4.7,4.3261726707800054
950,Appario Retail Private Ltd,Nikon D5600 Digital Camera 18-140mm VR Kit (Black) with Bag and Card,3.5,4.416666666666666,4.299999999999999,4.416666666666666,3.94808884850394
951,Appario Retail Private Ltd,Nikon D5600 Digital Camera 18-55mm VR Kit (Black),3.176470588235294,4.449999999999999,4.226470588235293,4.08970588235294,3.7069831840926772
952,Appario Retail Private Ltd,Nikon D5600 with AF-P 18-55 mm + AF-P 70-300 mm VR Kit with Bag and 16GB Memory Card Free,4.0,4.766666666666667,4.299999999999999,4.766666666666667,4.40197440171979
953,Appario Retail Private Ltd,"Nikon D7200 24.2MP Digital SLR Camera Body Only (Black) with Card, Camera Bag",3.5,4.7,4.3999999999999995,4.7,4.219181968835533
954,Appario Retail Private Ltd,Nikon D750 24.3 Digital SLR Camera (Black) Body,4.0,4.6571428571428575,4.200000000000001,4.6571428571428575,4.276583074053757
955,Appario Retail Private Ltd,Nikon D750 24.3 MP Digital SLR Camera with 24-120 4G VR Kit + Free Lowepro Photo Hatchback 22L AW,3.5714285714285716,4.314285714285715,4.200000000000001,4.314285714285715,3.8516118447300745
956,Appario Retail Private Ltd,Nikon D750 Digital SLR Camera + 24-120mm 4G VR Kit,3.9206349206349205,4.62063492063492,4.122222222222224,4.411904761904763,4.112983563483765
957,Appario Retail Private Ltd,"Nikon D7500 Camera (Black) with AF-S VR Nikkor 18-105mm VR Lens Kit, 16GB Class 10 SD Card and Carry Case",2.8666666666666667,4.395555555555556,4.040000000000001,4.0200000000000005,3.49333751162078
958,Appario Retail Private Ltd,Nikon D850 45.7MP DSLR Camera Body only with 64 GB SD Card (Black),3.8000000000000003,4.413333333333333,3.98,3.8900000000000006,3.7300337459975212
959,Appario Retail Private Ltd,"Noise Shots Sport Truly Wireless Bluetooth Earphones with Charging Case, Compatible with Android & iOS(Black)",3.230769230769231,4.415384615384616,3.7057692307692305,4.160576923076923,3.5616859284738
960,Appario Retail Private Ltd,Odyssey Backpack for 15.6-inch Laptop (Grey/Green),2.5714285714285716,4.023809523809524,3.7666666666666666,3.169047619047619,2.8082727498109583
961,Appario Retail Private Ltd,Orpat OT-512GT Calculator (Black),3.25,4.681666666666667,3.875,4.155833333333333,3.7422055089030453
962,Appario Retail Private Ltd,Parker Beta Millenium GT Ball Point Pen Gift Set - With Swiss Knife,4.285714285714286,4.557142857142857,3.671428571428571,3.9785714285714286,3.881329069499172
963,Appario Retail Private Ltd,"Philips BT50B Portable Wireless Bluetooth Speaker, Black",3.166666666666667,4.533333333333333,4.133333333333334,3.6499999999999995,3.5384344582676848
964,Appario Retail Private Ltd,Philips SHE1405BK/94 In-Ear Headphone Headset With Mic - Black,3.7101449275362315,4.534782608695652,3.6217391304347823,4.318115942028986,3.8022998676135273
965,Appario Retail Private Ltd,Pilot Frixion Clicker Roller Pen (Blue),2.88,4.335999999999999,3.863999999999999,4.1,3.4430195625672813
966,Appario Retail Private Ltd,"Pilot Hi-Techpoint 05 Super Value Pen - Pack of 3, Blue",4.095238095238095,4.70952380952381,4.0809523809523816,4.502380952380952,4.230301416482471
967,Appario Retail Private Ltd,Pilot V5 Liquid Ink Roller Ball Pen - 2 Blue + 1 Black,2.6666666666666665,4.6,4.3999999999999995,4.6,3.8678767853174527
968,Appario Retail Private Ltd,"Pilot V5 Pen Liquid Ink Roller Ball Pen - Pack of 3, Blue",3.142857142857143,4.4261904761904765,4.116666666666667,4.229761904761904,3.7032709495163694
969,Appario Retail Private Ltd,"Pilot V7 Hi-tecpoint Roller ball pen with Cartridge System - 2 Blue Pens, 4 cartridges",3.0,4.386666666666668,3.82,3.41,3.2203759942765378
970,Appario Retail Private Ltd,Pilot V7 Liquid Ink Roller Ball Pen (1 Blue + 1 Black + 1 Red),2.5,4.3999999999999995,4.2,4.3999999999999995,3.5795660987573203
971,Appario Retail Private Ltd,"Pilot V7 Liquid Ink Roller Ball Pen - Blue Body, Blue Ink (Pack of 3)",2.8,4.6,4.5,4.6,3.9442523052322933
972,Appario Retail Private Ltd,"Polk Audio AM9644-A Command Sound Bar with Hands-Free Amazon Alexa Voice Control Built-in, 4K HDMI, and Fire TV Compatible for Your Home Theatre (Black)",1.3846153846153846,4.319230769230769,4.226923076923077,3.5596153846153844,2.866643351304858
973,Appario Retail Private Ltd,Portronics POR 334 3 USB Port Car Charger with Micro USB Cable (White),3.4285714285714284,4.514285714285714,3.8571428571428568,3.642857142857143,3.518431432854685
974,Appario Retail Private Ltd,Portronics POR-704 Adjustable Laptop Table (Grey),2.5,4.369999999999999,3.95,3.225,3.0239219051232196
975,Appario Retail Private Ltd,Portronics POR-871 SoundDrum 4.2 Stereo Speaker (Black),2.2142857142857144,4.515079365079365,4.372222222222222,4.078968253968255,3.472077511387546
976,Appario Retail Private Ltd,"ProElite IP01A WiFi Wireless HD IP Security Camera CCTV [Watch Live Demo] (Supports Upto 128 GB SD Card) [Dual Antenna], Black",2.944444444444444,4.482222222222222,4.06888888888889,4.1066666666666665,3.60065398266117
977,Appario Retail Private Ltd,QFX QS Terminator Tower Speaker with Wireless Mic (Black),2.991228070175439,4.071929824561404,3.4824561403508767,3.836842105263159,3.1295910543486234
978,Appario Retail Private Ltd,Quantum MST-1024-1 USB 2.0 LAN Adapter (White),2.782608695652174,4.02608695652174,3.3565217391304363,3.773913043478261,2.975249305462464
979,Appario Retail Private Ltd,Realme Earbuds with Mic (Black),3.8000000000000003,4.466666666666666,3.9,3.85,3.7114790482788553
980,Appario Retail Private Ltd,Redgear Blaze 3 colour backlit gaming keyboard with full aluminium body & windows key lock,2.857142857142857,4.6,4.299999999999999,4.6,3.8954350901486716
981,Appario Retail Private Ltd,Redgear Hell Scream Professional Gaming Headphones with 7 RGB LED Colors and Vibrations,3.0,4.5200000000000005,4.200000000000001,4.5200000000000005,3.8406462660623077
982,Appario Retail Private Ltd,Redgear MP35 Speed-Type Gaming Mousepad (Black/Red),3.4615384615384617,4.784615384615384,4.599999999999998,4.784615384615384,4.3449271134411065
983,Appario Retail Private Ltd,Redgear Manta MT21 Gaming Keyboard and Gaming Mouse Combo (Black),2.0,4.455555555555554,4.299999999999999,4.455555555555554,3.499230634231492
984,Appario Retail Private Ltd,Redgear Pro Wireless Gamepad (Black),3.640350877192983,4.566666666666667,4.052631578947369,4.3728070175438605,3.960210923182458
985,Appario Retail Private Ltd,Redgear Smartline Wired Gamepad,3.5714285714285716,4.457142857142857,3.600000000000001,4.457142857142857,3.7698913079890497
986,Appario Retail Private Ltd,Regor [4.8Amp - 2 Port] High Speed Car Charger for All Smartphones & Tablets + Free Micro USB Cable,4.0,4.483333333333333,3.66,3.8299999999999996,3.694754778199205
987,Appario Retail Private Ltd,Resonate RouterUPS CRU9V Power Backup for Wi-Fi Router (Black),2.5,4.5,4.0,4.5,3.5962360491401153
988,Appario Retail Private Ltd,RiDATA 32GB Class 10 Ultra MicroSDHC Memory Card with Adapter (MSD32GBCLASS10U1),3.8,4.720000000000001,4.299999999999999,4.720000000000001,4.2986600471798875
989,Appario Retail Private Ltd,SAMSUNG Gear S3 Frontier Smartwatch,3.6,4.58,4.299999999999999,4.58,4.117105825893548
990,Appario Retail Private Ltd,SJCam SJ4000 12MP Wi-Fi Action Camera (Black),3.1999999999999997,4.329999999999999,3.8799999999999986,4.1775,3.5786384315622817
991,Appario Retail Private Ltd,"Samsung 18.5 inch (46.9 cm) LED Backlit Computer Monitor - HD Ready, AH-IPS Panel with VGA Port - LS19F350HNWXXL (Black)",3.0,4.5200000000000005,4.200000000000001,4.5200000000000005,3.8406462660623077
992,Appario Retail Private Ltd,"Samsung 23.5 inch (59.8 cm) Curved LED Backlit Computer Monitor - Full HD, VA Panel with VGA, HDMI, Audio Ports - LC24F390FHWXXL (Black)",3.5,4.766666666666667,4.299999999999999,4.766666666666667,4.24148834880308
993,Appario Retail Private Ltd,"Samsung 23.5 inch (59.8 cm) LED Backlit Computer Monitor - Full HD, Super Slim AH-IPS Panel with VGA, HDMI Ports - LS24F350FHWXXL (Black)",3.5,4.7,4.1000000000000005,4.7,4.118444251424381
994,Appario Retail Private Ltd,"Samsung 27 inch (68.6 cm) Curved Bezel Less LED Backlit Computer Monitor - Full HD, VA Panel with VGA, HDMI, Display, Audio in, Heaphone Ports - LC27F591FDWXXL (Silver)",4.142857142857143,4.857142857142857,4.5,4.857142857142857,4.590830806754907
995,Appario Retail Private Ltd,Samsung 32GB 95MB/s EVO Select Micro SDHC Memory Card (MB-ME32GA/EU),2.75,4.625,4.5,4.625,3.949160807104846
996,Appario Retail Private Ltd,Samsung 860 Evo 250GB SATA III Internal Solid State Drive (MZ-76E250BW),2.7681159420289854,4.710869565217392,4.502173913043479,4.522101449275363,3.9540694457049934
997,Appario Retail Private Ltd,"Samsung EVO Plus Grade 1, Class 10 32GB MicroSDHC 95 MB/S Memory Card with SD Adapter (MB-MC32GA/IN)",3.8,4.63909090909091,4.252727272727272,4.435454545454546,4.135543656344987
998,Appario Retail Private Ltd,Samsung EVO Plus Grade 3 Class 10 128GB MicroSDXC Memory Card with SD Adapter (MB-MC128GA/IN),3.75,4.825,4.3,4.825,4.370631291977959
999,Appario Retail Private Ltd,"Samsung EVO Plus Grade 3, Class 10 64GB MicroSDXC 100 MB/S Memory Card with SD Adapter (MB-MC64GA/IN)",2.6372549019607843,4.256862745098039,4.056862745098038,3.841176470588235,3.2934502171095144
1000,Appario Retail Private Ltd,"Samsung Galaxy J Max Tablet (7 inch, 8GB,Wi-Fi+4G with Voice Calling), Gold",3.0,4.2,3.6,4.2,3.370919859537932
1001,Appario Retail Private Ltd,"Samsung Galaxy Tab A 2017 SM-T385NZDAINS Tablet (8 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Gold",3.8529411764705883,4.511764705882353,4.275490196078431,4.393627450980392,4.086788829035161
1002,Appario Retail Private Ltd,"Samsung Galaxy Tab A 2017 SM-T385NZKAINS Tablet (8 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Black",2.2,4.36,4.200000000000001,4.36,3.449743095544537
1003,Appario Retail Private Ltd,"Samsung Galaxy Tab S4 SM-T835NZKAINS Tablet (10.5 inch, 64GB, Wi-Fi + 4G LTE + Voice Calling), Black",4.833333333333334,4.833333333333334,3.6166666666666663,4.2250000000000005,4.258629934121025
1004,Appario Retail Private Ltd,"Samsung Guru 1200 (GT-E1200, Black)",4.0,4.614285714285714,4.1000000000000005,4.614285714285714,4.207077365492322
1005,Appario Retail Private Ltd,"Samsung Guru Music 2 (SM-B310E, Blue)",3.5,4.6,4.2,4.6,4.068195061904534
1006,Appario Retail Private Ltd,Samsung SCX-3401 Multi-Function Monochrome Laser Printer,2.923076923076923,4.492307692307692,4.084615384615384,4.119230769230769,3.6084975944348487
1007,Appario Retail Private Ltd,San Disk Ultra (SDCZ48-032G-135/SDCZ48-032G-UAM46) USB 3.0 Flash Drive (Black),3.7,4.4,4.0,4.4,3.897574147483323
1008,Appario Retail Private Ltd,SanDisk 32GB Class 10 Micro SDHC Memory Card with Adapter (SDSQUAR-032G-GN6MA),4.2,4.792,4.248,4.624,4.40442451074809
1009,Appario Retail Private Ltd,SanDisk 32GB Class 4 microSDHC Flash Memory Card,2.4285714285714284,3.7999999999999994,3.399999999999999,3.7999999999999994,2.78503503473143
1010,Appario Retail Private Ltd,SanDisk Cruzer Blade SDCZ50-016G-135 16GB USB 2.0 Pen Drive,3.4411764705882355,4.492647058823529,4.075,4.263970588235295,3.8281646795144724
1011,Appario Retail Private Ltd,SanDisk Dual Drive Type-C 32GB Flash Drive,4.0,4.779999999999999,3.8999999999999995,4.779999999999999,4.278834568992505
1012,Appario Retail Private Ltd,SanDisk Ultra 32GB Class 10 UHS-I SDHC Memory Card (SDSDUNC-032G-GN6IN),3.6666666666666665,4.75,4.5,4.75,4.348170773273269
1013,Appario Retail Private Ltd,SanDisk Ultra Dual 32GB USB 3.0 OTG Pen Drive,3.5,4.574603174603175,3.8555555555555565,4.13968253968254,3.7616253550173324
1014,Appario Retail Private Ltd,SanDisk Ultra Dual 32GB USB 3.0 OTG Pen Drive (Gold),3.38,4.500000000000001,4.032000000000002,4.122000000000001,3.742017661941938
1015,Appario Retail Private Ltd,Sandisk Cruzer Blade USB 2.0 64 GB USB Flash Drive,2.9,4.320833333333334,4.050000000000001,4.1625000000000005,3.529472246112568
