web-scraper-order,web-scraper-start-url,MultiLink,MultiLink-href,Product,Product-href,Pagination,Pagination-href,Brand,ProductRating,Category,Sellers,Sellers-href,SellerName,SellerName-href,Price,FeedBack
"1551203952-16446","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Top Brands","https://www.amazon.in/s/ref=sd_allcat_sbc_wfashion_topbrands?_encoding=UTF8&bbn=1953602031&lo=apparel&rh=i%3Aapparel%2Cn%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Ck%3A-sunglass%20-eye%2Cp_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","Georgette with Blouse Piece Saree","https://www.amazon.in/Womanista-Georgette-Ruffle-Blouse-FS9636_Maroon_Onesize/dp/B07K94SZPM/ref=sr_1_88?s=apparel&rps=1&ie=UTF8&qid=1551203920&sr=1-88&keywords=-sunglass+-eye&refinements=p_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","Next Page","https://www.amazon.in/s/ref=sr_pg_2?rh=n%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Ck%3A-sunglass+-eye%2Cp_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031&page=2&bbn=1953602031&keywords=-sunglass+-eye&ie=UTF8&qid=1551203916&lo=apparel","null","3.9 out of 5 stars","Sarees","null","","","","",""
"1551201236-9503","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fashion & Silver Jewellery","https://www.amazon.in/Fashion-Jewellery/b/ref=sd_allcat_sbc_wfashion_fashionjwl?ie=UTF8&node=5210079031","Apara Necklace with Pearl Drop and BahuBali Necklace Earring Combo Jewellery Set for Women","https://www.amazon.in/Apara-Necklace-BahuBali-Earring-Jewellery/dp/B07DGJBF6G/ref=sr_1_95?s=jewelry&ie=UTF8&qid=1551201219&sr=1-95","Next Page","https://www.amazon.in/s/ref=lp_5210079031_pg_2?rh=n%3A1951048031%2Cn%3A%212152573031%2Cn%3A%212152575031%2Cn%3A5210079031&page=2&ie=UTF8&qid=1551201202","null","2.1 out of 5 stars","null","null","","","","",""
"1551196591-467","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","The Designer Boutique","https://www.amazon.in/b/ref=sd_allcat_sbc_wfashion_designerstore?ie=UTF8&node=6172354031","Premium Leather Tan Oxford Shoes with Perforated Detaling","https://www.amazon.in/HATS-OFF-ACCESSORIES-Shoes-10-HOA-AW1709TAN_44/dp/B07BVQNB8Y/ref=sr_1_78?s=apparel&ie=UTF8&qid=1551196332&sr=1-78","Next Page","https://www.amazon.in/s/ref=lp_6172354031_pg_2?rh=n%3A6648217031%2Cn%3A%216648222031%2Cn%3A%216648224031%2Cn%3A6172354031&page=2&ie=UTF8&qid=1551196298","null","null","Formal Shoes","null","","","","",""
"1551201481-9941","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fashion & Silver Jewellery","https://www.amazon.in/Fashion-Jewellery/b/ref=sd_allcat_sbc_wfashion_fashionjwl?ie=UTF8&node=5210079031","Meenaz Traditional Gold Pearl Chain Mathapatti /Mang Tikka Combo Set For Women 110","https://www.amazon.in/Meenaz-Traditional-Pearl-Chain-Mathapatti/dp/B07BH25T47/ref=sr_1_81?s=jewelry&ie=UTF8&qid=1551201219&sr=1-81","Next Page","https://www.amazon.in/s/ref=lp_5210079031_pg_2?rh=n%3A1951048031%2Cn%3A%212152573031%2Cn%3A%212152575031%2Cn%3A5210079031&page=2&ie=UTF8&qid=1551201202","null","2.8 out of 5 stars","Maang Tikkas","null","","","","",""
"1551202919-13229","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Handbags & Clutches","https://www.amazon.in/Handbags-Clutches/b/ref=sd_allcat_sbc_wfashion_handbags?ie=UTF8&node=1983338031","TUFO Women's Sling Bag (Red)","https://www.amazon.in/Lavie-TUFO-Womens-Sling-Bag/dp/B07KMN8PQ1/ref=sr_1_77?s=shoes&ie=UTF8&qid=1551202840&sr=1-77","Next Page","https://www.amazon.in/s/ref=lp_1983338031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983338031&page=2&ie=UTF8&qid=1551202828","null","null","null","null","","","","",""
"1551200202-6757","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fashion Sandals","https://www.amazon.in/Fashion-Sandals-Women/b/ref=sd_allcat_sbc_wfashion_sandals?ie=UTF8&node=1983633031","Women's Fashion Sandals","https://www.amazon.in/BATA-Womens-Riyaznew-Fashion-Sandals/dp/B00SWDU6M4/ref=lp_1983633031_1_20?s=shoes&ie=UTF8&qid=1551199628&sr=1-20","","","null","3.8 out of 5 stars","Fashion Sandals","null","","","","",""
"1551202554-12139","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Gold & Diamond Jewellery","https://www.amazon.in/Precious-Jewellery/b/ref=sd_allcat_sbc_wfashion_jewelry?ie=UTF8&node=5210069031","Malabar Gold and Diamonds 950 Platinum Necklace for Women","https://www.amazon.in/Malabar-Gold-Diamonds-Platinum-Necklace/dp/B0777V6CRX/ref=sr_1_68?s=jewelry&ie=UTF8&qid=1551202441&sr=1-68","Next Page","https://www.amazon.in/s/ref=lp_5210069031_pg_2?rh=n%3A1951048031%2Cn%3A%212152573031%2Cn%3A%212152575031%2Cn%3A5210069031&page=2&ie=UTF8&qid=1551202416","null","null","null","null","","","","",""
"1551203808-15983","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Watches","https://www.amazon.in/Women-Watches/b/ref=sd_allcat_sbc_wfashion_watches?ie=UTF8&node=2563505031","Explorist Analog-Digital Black Dial Men's Watch - FTW4002","https://www.amazon.in/Fossil-Explorist-Analog-Digital-Black-Watch-FTW4002/dp/B074VD6LSN/ref=lp_2563505031_1_32?s=watches&ie=UTF8&qid=1551203482&sr=1-32","","","null","2.8 out of 5 stars","null","null","","","","",""
"1551203863-16173","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Watches","https://www.amazon.in/Women-Watches/b/ref=sd_allcat_sbc_wfashion_watches?ie=UTF8&node=2563505031","Youth Analog Black Dial Women's Watch -NK2480SM02","https://www.amazon.in/Titan-Youth-Analog-Womens-Watch-NK2480SM02/dp/B00ATCDS30/ref=lp_2563505031_1_16?s=watches&ie=UTF8&qid=1551203482&sr=1-16","","","null","4.4 out of 5 stars","null","null","","","","",""
"1551203499-14964","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Watches","https://www.amazon.in/Women-Watches/b/ref=sd_allcat_sbc_wfashion_watches?ie=UTF8&node=2563505031","Raga Analog White Dial Women's Watch -NK2455SM01","https://www.amazon.in/Titan-Analog-White-Womens-Watch-NK2455SM01/dp/B007NM6N86/ref=sr_1_96?s=watches&ie=UTF8&qid=1551203489&sr=1-96","Next Page","https://www.amazon.in/s/ref=lp_2563505031_pg_2?rh=n%3A1350387031%2Cn%3A%211350388031%2Cn%3A2563505031&page=2&ie=UTF8&qid=1551203482","null","4.0 out of 5 stars","null","null","","","","",""
"1551200368-7210","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Shoes","https://www.amazon.in/Women-Shoes/b/ref=sd_allcat_sbc_wfashion_shoes?ie=UTF8&node=1983578031","Women's Slippers","https://www.amazon.in/United-Colors-Benetton-Slippers-6-19P8CFFPL302I/dp/B07L5T1KCP/ref=sr_1_83?s=shoes&ie=UTF8&qid=1551200285&sr=1-83","Next Page","https://www.amazon.in/s/ref=lp_1983578031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983396031%2Cn%3A1983578031&page=2&ie=UTF8&qid=1551200277","null","null","Fashion Slippers","null","","","","",""
"1551203979-16529","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Top Brands","https://www.amazon.in/s/ref=sd_allcat_sbc_wfashion_topbrands?_encoding=UTF8&bbn=1953602031&lo=apparel&rh=i%3Aapparel%2Cn%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Ck%3A-sunglass%20-eye%2Cp_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","Women's Plain/Solid Boy Shorts","https://www.amazon.in/Jockey-Womens-Plain-Shorts-UL56_Hibiscuss_M/dp/B07FSZ4TX9/ref=sr_1_79?s=apparel&rps=1&ie=UTF8&qid=1551203920&sr=1-79&keywords=-sunglass+-eye&refinements=p_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","Next Page","https://www.amazon.in/s/ref=sr_pg_2?rh=n%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Ck%3A-sunglass+-eye%2Cp_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031&page=2&bbn=1953602031&keywords=-sunglass+-eye&ie=UTF8&qid=1551203916&lo=apparel","null","3.5 out of 5 stars","Panties","null","","","","",""
"1551204373-17868","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Lingerie & Nightwear","https://www.amazon.in/b/ref=sd_allcat_sbc_wfashion_lingerie?ie=UTF8&node=11400136031","Womens Satin Nightwear","https://www.amazon.in/Klamotten-Womens-Nightwear-Kn77_Maroon_Free-Size/dp/B00MO6QCPK/ref=sr_1_53?s=apparel&ie=UTF8&qid=1551204225&sr=1-53","Next Page","https://www.amazon.in/s/ref=lp_11400136031_pg_2?rh=n%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Cn%3A11400136031&page=2&ie=UTF8&qid=1551204218","null","3.7 out of 5 stars","Nighties & Nightdresses","null","","","","",""
"1551197826-3151","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Ballerinas","https://www.amazon.in/Ballet-Flats/b/ref=sd_allcat_sbc_wfashion_ballerina?ie=UTF8&node=1983627031","Latest Collection, Comfortable & Stylish Women's Bellies","https://www.amazon.in/Denill-Collection-Comfortable-Stylish-Bellies/dp/B07H9BCX9V/ref=sr_1_61?s=shoes&ie=UTF8&qid=1551197091&sr=1-61","Next Page","https://www.amazon.in/s/ref=lp_1983627031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983396031%2Cn%3A1983578031%2Cn%3A1983627031&page=2&ie=UTF8&qid=1551197081","null","3.3 out of 5 stars","Ballet Flats","null","","","","",""
"1551197237-2235","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Ballerinas","https://www.amazon.in/Ballet-Flats/b/ref=sd_allcat_sbc_wfashion_ballerina?ie=UTF8&node=1983627031","Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's","https://www.amazon.in/FASHIMO-Collection-Comfortable-Fashionable-Bellies/dp/B07KWXM48G/ref=sr_1_84?s=shoes&ie=UTF8&qid=1551197091&sr=1-84","Next Page","https://www.amazon.in/s/ref=lp_1983627031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983396031%2Cn%3A1983578031%2Cn%3A1983627031&page=2&ie=UTF8&qid=1551197081","null","1.0 out of 5 stars","Ballet Flats","null","","","","",""
"1551200610-7777","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Shoes","https://www.amazon.in/Women-Shoes/b/ref=sd_allcat_sbc_wfashion_shoes?ie=UTF8&node=1983578031","Women's Red Velvet Basic Flip-Flops and House Slippers - 6 UK (SFL-19)","https://www.amazon.in/Sparx-Womens-Velvet-Flip-Flops-Slippers/dp/B00IZ94VSK/ref=lp_1983578031_1_36?s=shoes&ie=UTF8&qid=1551200277&sr=1-36","","","null","4.1 out of 5 stars","Flip-Flops & Slippers","null","","","","",""
"1551200952-8717","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Sunglasses","https://www.amazon.in/Sunglasses/b/ref=sd_allcat_sbc_wfashion_sunglasses?ie=UTF8&node=1968401031","Combo Of Uv Protected Wayfarer Silver Mercury Sunglasses For Men Women Boys & Girls ( Clbmsm-Gldnstickslvrmrcy...","https://www.amazon.in/Younky-Protected-Wayfarer-Sunglasses-Clbmsm-Gldnstickslvrmrcy/dp/B076DJ4VG9/ref=sr_1_66?s=apparel&ie=UTF8&qid=1551200825&sr=1-66","Next Page","https://www.amazon.in/s/ref=lp_1968401031_pg_2?rh=n%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Cn%3A1968397031%2Cn%3A1968401031&page=2&ie=UTF8&qid=1551200820","null","3.7 out of 5 stars","Sunglasses","null","","","","",""
"1551204631-18741","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Western Wear","https://www.amazon.in/womens-western-wear/b/ref=sd_allcat_sbc_wfashion_western?ie=UTF8&node=11400137031","2017 Spring Summer Stripes Ankle-Length Pants (Without Pocket) Trousers Women Skinny Elastic Waist Pencil...","https://www.amazon.in/ICW-Fashion-Ankle-Length-Trousers-Pantalon/dp/B073XPLGLW/ref=sr_1_61?s=apparel&ie=UTF8&qid=1551204522&sr=1-61","Next Page","https://www.amazon.in/s/ref=lp_11400137031_pg_2?rh=n%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Cn%3A11400137031&page=2&ie=UTF8&qid=1551204517","null","3.2 out of 5 stars","Trousers","null","","","","",""
"1551204139-17095","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Top Brands","https://www.amazon.in/s/ref=sd_allcat_sbc_wfashion_topbrands?_encoding=UTF8&bbn=1953602031&lo=apparel&rh=i%3Aapparel%2Cn%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Ck%3A-sunglass%20-eye%2Cp_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","Women's Blue Color Floral Print Straight Crepe Kurta","https://www.amazon.in/ZIYAA-Womens-Floral-Straight-ZIKUCR1435-M_Blue/dp/B06X6MCNPV/ref=sr_1_27?s=apparel&rps=1&ie=UTF8&qid=1551203916&sr=1-27&keywords=-sunglass+-eye&refinements=p_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","","","null","4.2 out of 5 stars","Kurtas & Kurtis","null","","","","",""
"1551200390-7281","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Shoes","https://www.amazon.in/Women-Shoes/b/ref=sd_allcat_sbc_wfashion_shoes?ie=UTF8&node=1983578031","Women's Leather Ankle Boots","https://www.amazon.in/FASHIMO-Beautiful-Leather-Lenght-Women-PN1-black-39/dp/B078WYQ4QD/ref=sr_1_77?s=shoes&ie=UTF8&qid=1551200285&sr=1-77","Next Page","https://www.amazon.in/s/ref=lp_1983578031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983396031%2Cn%3A1983578031&page=2&ie=UTF8&qid=1551200277","null","4.2 out of 5 stars","Boots","null","","","","",""
"1551204564-18510","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Western Wear","https://www.amazon.in/womens-western-wear/b/ref=sd_allcat_sbc_wfashion_western?ie=UTF8&node=11400137031","Women's Poly Cotton Denim Look Jegging - Pack of 2","https://www.amazon.in/Oleva-Womens-Jegging-Multicolour-ODLJ-2-23/dp/B07D9PF3JW/ref=sr_1_84?s=apparel&ie=UTF8&qid=1551204522&sr=1-84","Next Page","https://www.amazon.in/s/ref=lp_11400137031_pg_2?rh=n%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Cn%3A11400137031&page=2&ie=UTF8&qid=1551204517","null","2.5 out of 5 stars","Jeans & Jeggings","null","","","","",""
"1551203280-14281","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Handbags & Clutches","https://www.amazon.in/Handbags-Clutches/b/ref=sd_allcat_sbc_wfashion_handbags?ie=UTF8&node=1983338031","Women's Handbag (Grey)","https://www.amazon.in/Van-Heusen-Woman-Womens-Handbag/dp/B07L5P26Y9/ref=lp_1983338031_1_34?s=shoes&ie=UTF8&qid=1551202828&sr=1-34","","","null","null","null","null","","","","",""
"1551204780-19226","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Clothing","https://www.amazon.in/Womens-clothing/b/ref=sd_allcat_sbc_wfashion_clothing?ie=UTF8&node=1953602031","","","null","","","","","","","","","",""
"1551200378-7252","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Shoes","https://www.amazon.in/Women-Shoes/b/ref=sd_allcat_sbc_wfashion_shoes?ie=UTF8&node=1983578031","Women's Slip-On Sneakers","https://www.amazon.in/Elise-Womens-Moccasins-7-India-NVS-458/dp/B07N26MLML/ref=sr_1_79?s=shoes&ie=UTF8&qid=1551200285&sr=1-79","Next Page","https://www.amazon.in/s/ref=lp_1983578031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983396031%2Cn%3A1983578031&page=2&ie=UTF8&qid=1551200277","null","null","Casual Shoes","null","","","","",""
"1551203593-15271","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Watches","https://www.amazon.in/Women-Watches/b/ref=sd_allcat_sbc_wfashion_watches?ie=UTF8&node=2563505031","Codice Analogue Multicolor Dial Women's Watch - Codice-Combo-08-Girls-Watch-Jewelex","https://www.amazon.in/Codice-Analogue-Multicolor-Womens-Codice-Combo-08-Girls-Watch-Jewelex/dp/B077LS6NVV/ref=sr_1_73?s=watches&ie=UTF8&qid=1551203489&sr=1-73","Next Page","https://www.amazon.in/s/ref=lp_2563505031_pg_2?rh=n%3A1350387031%2Cn%3A%211350388031%2Cn%3A2563505031&page=2&ie=UTF8&qid=1551203482","null","3.7 out of 5 stars","null","null","","","","",""
"1551197244-2256","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Ballerinas","https://www.amazon.in/Ballet-Flats/b/ref=sd_allcat_sbc_wfashion_ballerina?ie=UTF8&node=1983627031","Maroon & Black Flat Ballets","https://www.amazon.in/Leatherwood1-888242-41-Maroon-Flat-Ballets/dp/B075QLSRBC/ref=sr_1_83?s=shoes&ie=UTF8&qid=1551197091&sr=1-83","Next Page","https://www.amazon.in/s/ref=lp_1983627031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983396031%2Cn%3A1983578031%2Cn%3A1983627031&page=2&ie=UTF8&qid=1551197081","null","4.1 out of 5 stars","Ballet Flats","null","","","","",""
"1551200784-8222","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Shoes","https://www.amazon.in/Women-Shoes/b/ref=sd_allcat_sbc_wfashion_shoes?ie=UTF8&node=1983578031","Unisex's Sneakers","https://www.amazon.in/Unisex-Astro-Peacoat-Sneakers-7-36699302/dp/B07CZ5KHS1/ref=lp_1983578031_1_13?s=shoes&ie=UTF8&qid=1551200277&sr=1-13","","","null","4.6 out of 5 stars","Casual Shoes","null","","","","",""
"1551201006-8904","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Sunglasses","https://www.amazon.in/Sunglasses/b/ref=sd_allcat_sbc_wfashion_sunglasses?ie=UTF8&node=1968401031","Aviator Unisex Sunglasses - (M050BR5|64|Brown)","https://www.amazon.in/Fastrack-Aviator-Unisex-Sunglasses-M050BR5/dp/B00J5904CQ/ref=lp_1968401031_1_48?s=apparel&ie=UTF8&qid=1551200820&sr=1-48","","","null","3.9 out of 5 stars","Sunglasses","null","","","","",""
"1551201002-8897","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Sunglasses","https://www.amazon.in/Sunglasses/b/ref=sd_allcat_sbc_wfashion_sunglasses?ie=UTF8&node=1968401031","UV Protected Square Unisex Sunglasses - (SOC-SM-581-C2|55|Grey Color Lens)","https://www.amazon.in/Superman-Protected-Square-Unisex-Sunglasses/dp/B01N816UXM/ref=lp_1968401031_1_49?s=apparel&ie=UTF8&qid=1551200820&sr=1-49","","","null","3.0 out of 5 stars","Sunglasses","null","","","","",""
"1551203520-15048","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Watches","https://www.amazon.in/Women-Watches/b/ref=sd_allcat_sbc_wfashion_watches?ie=UTF8&node=2563505031","Hip Hop Analog White Dial Women's Watch -NK9827PP01","https://www.amazon.in/Fastrack-Analog-White-Womens-Watch-NK9827PP01/dp/B0085UVUCE/ref=sr_1_91?s=watches&ie=UTF8&qid=1551203489&sr=1-91","Next Page","https://www.amazon.in/s/ref=lp_2563505031_pg_2?rh=n%3A1350387031%2Cn%3A%211350388031%2Cn%3A2563505031&page=2&ie=UTF8&qid=1551203482","null","4.3 out of 5 stars","null","null","","","","",""
"1551199797-5702","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fashion Sandals","https://www.amazon.in/Fashion-Sandals-Women/b/ref=sd_allcat_sbc_wfashion_sandals?ie=UTF8&node=1983633031","Women's Suede HIGH Heels","https://www.amazon.in/DEEANNE-LONDON-Womens-Suede-Heels/dp/B07H3XXVL6/ref=sr_1_88?s=shoes&ie=UTF8&qid=1551199648&sr=1-88","Next Page","https://www.amazon.in/s/ref=lp_1983633031_pg_2?rh=n%3A1571283031%2Cn%3A%211571284031%2Cn%3A1983396031%2Cn%3A1983578031%2Cn%3A1983633031&page=2&ie=UTF8&qid=1551199628","null","3.0 out of 5 stars","Fashion Sandals","null","","","","",""
"1551196832-1124","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","The Designer Boutique","https://www.amazon.in/b/ref=sd_allcat_sbc_wfashion_designerstore?ie=UTF8&node=6172354031","Women Solid Denim Pencil Skirt","https://www.amazon.in/Rider-Republic-Womens-Pants-133006-30_Grey_30/dp/B06X9LL2X1/ref=lp_6172354031_1_37?s=apparel&ie=UTF8&qid=1551196298&sr=1-37","","","null","3.2 out of 5 stars","null","null","","","","",""
"1551200173-6679","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fashion Sandals","https://www.amazon.in/Fashion-Sandals-Women/b/ref=sd_allcat_sbc_wfashion_sandals?ie=UTF8&node=1983633031","SOLEA Women's Beige Sandals","https://www.amazon.in/PARAGON-Womens-Fashion-Sandals-7-PU7064L/dp/B075LDDLLC/ref=lp_1983633031_1_25?s=shoes&ie=UTF8&qid=1551199628&sr=1-25","","","null","4.0 out of 5 stars","Fashion Sandals","null","","","","",""
"1551203866-16181","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Watches","https://www.amazon.in/Women-Watches/b/ref=sd_allcat_sbc_wfashion_watches?ie=UTF8&node=2563505031","Analog Black Dial Women's Watch 4049-BK","https://www.amazon.in/Fogg-Analog-Black-Womens-4049-BK/dp/B078GV6NNG/ref=lp_2563505031_1_15?s=watches&ie=UTF8&qid=1551203482&sr=1-15","","","null","3.9 out of 5 stars","null","null","","","","",""
"1551200582-7725","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Shoes","https://www.amazon.in/Women-Shoes/b/ref=sd_allcat_sbc_wfashion_shoes?ie=UTF8&node=1983578031","Presents Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual Camouflage...","https://www.amazon.in/Zapatoz-Fashionable-Lightweight-Comfortable-S-9-Brown-39/dp/B07MY8P48X/ref=lp_1983578031_1_41?s=shoes&ie=UTF8&qid=1551200277&sr=1-41","","","null","5.0 out of 5 stars","Casual Shoes","null","","","","",""
"1551196889-1299","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","The Designer Boutique","https://www.amazon.in/b/ref=sd_allcat_sbc_wfashion_designerstore?ie=UTF8&node=6172354031","Rohit Bal Brown Men's Wallet (9973)","https://www.amazon.in/Rohit-Bal-Brown-Mens-Wallet/dp/B072JGWY64/ref=lp_6172354031_1_30?s=apparel&ie=UTF8&qid=1551196298&sr=1-30","","","ROHIT BAL","null","null","1 offer","https://www.amazon.in/gp/offer-listing/B072JGWY64/ref=dp_olp_new?ie=UTF8&condition=new","Spicestyle Powered by SpiceJet Ltd.","https://www.amazon.in/gp/aag/main/ref=olp_merch_name_1?ie=UTF8&asin=B072JGWY64&isAmazonFulfilled=1&seller=A67E6L5OC4D37","","0 out of 5 stars"
"1551203852-16145","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Watches","https://www.amazon.in/Women-Watches/b/ref=sd_allcat_sbc_wfashion_watches?ie=UTF8&node=2563505031","Analog White Dial Women's Watch -NJ8976SM01W","https://www.amazon.in/Sonata-Analog-White-Womens-Watch-NJ8976SM01W/dp/B00GSJ3F7M/ref=lp_2563505031_1_19?s=watches&ie=UTF8&qid=1551203482&sr=1-19","","","null","3.9 out of 5 stars","null","null","","","","",""
"1551202712-12654","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Gold & Diamond Jewellery","https://www.amazon.in/Precious-Jewellery/b/ref=sd_allcat_sbc_wfashion_jewelry?ie=UTF8&node=5210069031","20 gm, 24k (995) Yellow Gold Coin","https://www.amazon.in/WHP-Jewellers-Yellow-Gold-Coin/dp/B016UQYLV6/ref=lp_5210069031_1_33?s=jewelry&ie=UTF8&qid=1551202416&sr=1-33","","","null","5.0 out of 5 stars","null","null","","","","",""
"1551201106-9205","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Sunglasses","https://www.amazon.in/Sunglasses/b/ref=sd_allcat_sbc_wfashion_sunglasses?ie=UTF8&node=1968401031","Womens Sunglasses Of 2 Combo Of 2 Sunglass (Black Brown) Wayfarer Sunglasses For Womens/Girls/Ladies -...","https://www.amazon.in/Sheomy-Sunglasses-Sunglass-Wayfarer-Butterfly-Combo-Black-Brown/dp/B079KN4FC4/ref=lp_1968401031_1_21?s=apparel&ie=UTF8&qid=1551200820&sr=1-21","","","null","3.0 out of 5 stars","Sunglasses","null","","","","",""
"1551202716-12658","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Gold & Diamond Jewellery","https://www.amazon.in/Precious-Jewellery/b/ref=sd_allcat_sbc_wfashion_jewelry?ie=UTF8&node=5210069031","50 gm, 24KT Yellow Gold Bar","https://www.amazon.in/IBJA-Gold-24KT-Yellow-Bar/dp/B07BDXY72G/ref=lp_5210069031_1_32?s=jewelry&ie=UTF8&qid=1551202416&sr=1-32","","","null","2.9 out of 5 stars","null","null","","","","",""
"1551204063-16839","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Top Brands","https://www.amazon.in/s/ref=sd_allcat_sbc_wfashion_topbrands?_encoding=UTF8&bbn=1953602031&lo=apparel&rh=i%3Aapparel%2Cn%3A1571271031%2Cn%3A%211571272031%2Cn%3A1953602031%2Ck%3A-sunglass%20-eye%2Cp_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","Women's Peach Rayon Top with Embroidery","https://www.amazon.in/VANCA-Womens-Plain-Regular-TSF400874-Peach-M/dp/B01LZ8S8G4/ref=sr_1_47?s=apparel&rps=1&ie=UTF8&qid=1551203916&sr=1-47&keywords=-sunglass+-eye&refinements=p_98%3A10440597031%2Cp_n_feature_nineteen_browse-bin%3A11301357031","","","null","3.9 out of 5 stars","Tops, T-Shirts & Shirts","null","","","","",""
"1551201958-10699","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fashion & Silver Jewellery","https://www.amazon.in/Fashion-Jewellery/b/ref=sd_allcat_sbc_wfashion_fashionjwl?ie=UTF8&node=5210079031","Elegant Crsytal Adjustable Silver Ring for Women (YCFJRG-314ENG-SL)","https://www.amazon.in/Yellow-Chimes-Elegant-Adjustable-YCFJRG-314ENG-SL/dp/B07GB1BK32/ref=sr_1_59?s=jewelry&ie=UTF8&qid=1551201219&sr=1-59","Next Page","https://www.amazon.in/s/ref=lp_5210079031_pg_2?rh=n%3A1951048031%2Cn%3A%212152573031%2Cn%3A%212152575031%2Cn%3A5210079031&page=2&ie=UTF8&qid=1551201202","null","4.6 out of 5 stars","null","null","","","","",""
